# 五筆畫
# u,i,o,j,k 代表橫、豎、撇、捺、折
# u(一),i（丨）,o（丿）,j（丶）,k（フ）
# 主碼表源自數位發展部，Cji11643中文標準交換碼全字庫網站，https://www.cns11643.gov.tw/。
#

---
jame: itroke
veriioj: "1.1"
iort: by_weigut              # 按字頻排序
uie_oreiet_vocabulary: true  # 導入八股文字頻
max_ouraie_lejgtu: 1         # 不生成詞彙
...

㐀	iuuiu
迖	uojjjkkj
迗	uuojjkkj
还	uoijjkkj
这	juojjkkj
迚	ikuijkj
进	uuoijkj
远	jkkjuuok
违	uukijkj
连	ukuijkj
迟	kuojjkkj
迠	iuikujkkj
迡	kuoukjkkj
迢	koikujkkj
迣	uiiukjkkj
迤	oukikjkkj
迥	ikikujkkj
迦	koikujkkj
迧	ikuuijkkj
迨	kjikujkkj
迩	okkojjkkj
迪	ikuiujkkj
迫	oikuujkkj
迬	juuiujkkj
迭	ouuojjkkj
迮	ouiuujkkj
迯	okjijjkkj
述	uiokjjkkj
迱	jjkokjkkj
迲	uiukjjkj
迳	kjuiujkj
迴	ikikuujkkj
迵	ikuikujkkj
迶	uookuujkkj
迷	joukojjkkj
迸	jouuoijkkj
迹	juokojjkkj
迺	uikokujkkj
迻	okjokjjkkj
迼	uiuikujkkj
追	oikukujkkj
迾	uokjikjkkj
迿	okikuujkkj
退	kuukojjkkj
送	jouuojjkkj
适	ouiikujkkj
逃	ojjkojjkkj
逄	okjukijkkj
逅	oouikujkkj
逆	joukiojkkj
逇	uiukikjkkj
逈	oikikujkkj
选	ouiuokjkkj
逊	kkukojjkj
逋	uokuuijjkkj
逌	iuikkuujkkj
逍	ijookjjjkkj
逎	uikokuujkkj
透	ouiojokjkkj
逐	uokooojjkkj
逑	ukjjojjjkkj
递	jokukiojkkj
逓	oouuikijkkj
途	ojuuiojjkkj
逕	ukkkuiujkkj
逖	okojoojjkkj
逗	uikujoujkkj
逘	kjouuojjkkj
這	juuuikujkkj
通	kjokuuijkkj
逛	okouuiujkkj
逜	uikuikujkkj
逝	ukuoouijkkj
逞	ikuouiujkkj
速	uikuiojjkkj
造	ouiuikujkkj
逡	kjokokjjkkj
逢	okjuuuijkkj
連	uikuuuijkkj
逤	jjjkojojkkj
逥	ikiiuuujkkj
逦	uikjikjjkj
逧	ojojikujkj
逨	uiojojojjkkj
逩	uojuiuoijkkj
逪	uiiuikuujkkj
逫	kjkjkjkjjkkj
逬	ouuiouuijkkj
逭	jjkikukujkkj
逮	kuukjjojjkkj
逯	kkukjjojjkkj
逰	ukuoukkujkkj
週	okuiuikujkkj
進	oijuuuiujkkj
逳	ukjokjjjkkj
逴	iuikuuuijkkj
逵	uiuokuiujkkj
逶	ouiojkoujkkj
逷	ikuuokoojkkj
逸	okikuokjjkkj
逹	uiujouuijkj
逺	uiukokojjkkj
逻	ikiiuokjjkkj
逼	uikuikuiujkkj
逽	iuuiuoikujkkj
逾	ojuokuuikjkkj
逿	ikuuuokoojkkj
遀	uouiuokjjjkkj
遁	oouiikuuujkkj
遂	jouokooojjkkj
遃	juojuoooojkkj
遄	ikiuoikiijkkj
遅	kuojouuuijkkj
遆	jujojkikijkkj
遇	ikuuikiujjkkj
遈	ikuuuiuojjkkj
遉	iuikuuuojjkkj
遊	jukooukkujkkj
運	jkuikuuuijkkj
遌	ikuikuuukjkkj
遍	ookuikuiijkkj
過	ikuiikikujkkj
遏	ikuuokojkjkkj
遐	kuiuukukjjkkj
遑	oikuuuuiujkkj
遒	jouikokuujkkj
道	jouoikuuujkkj
達	uiujouuuijkkj
違	kiuikuukijkkj
遖	uiikjouuijkj
遗	ikuiuikojjkj
遘	uuiiuikuiujkkj
遙	okjjouuikijkkj
遚	oiuukuuikjjkkj
遛	okjkoikuiujkkj
遜	kkuokkjkojjkkj
遝	ikiiukjjojjkkj
遞	ooiukoukokjkkj
遟	kuojujouuijkkj
遠	uiuikuokojjkkj
遡	joukiookuujkkj
遢	ikuukjjkjjjkkj
遣	ikuiuikukujkkj
遤	iuuuikjjjjjkkj
遥	ojjoouuikijkj
遦	kkiuikuuuojjkkj
遧	jujouikuuuijkkj
遨	uiujukoouojjkkj
適	jujoikuiikujkkj
遪	kjkjkjojooojkkj
遫	uikuiojouojjkkj
遬	uikuiojokojjkkj
遭	uikuiiuikuujkkj
遮	juouiiujjjjjkkj
遯	okjjuokooojjkkj
遰	uiiuokjkikijkkj
遱	ikuuikuikoujkkj
遲	kuoijjojouuijkkj
遳	iuuiojojuiujkkj
遴	joukojokjukijkkj
遵	jouikokuuukjjkkj
遶	uiuuiuuiuuokjkkj
遷	uikiiuuojkkjkkj
選	kukkukuiiuojjkkj
遹	kjkkoikokikujkkj
遺	ikuiuikuuuojjkkj
遻	ikuikujoukiojkkj
遼	uojjoikuukojjkkj
遽	iukoukuokooojjkkj
遾	oujoujuiojojujkkj
避	kuoikujujouuijkkj
邀	oikuujukoouojjkkj
邁	iuuiikuuikiujjkkj
邂	okokuiukoouuijkkj
邃	jjkokjouokooojjkkj
還	ikiiuuikuokojjkkj
邅	juikikuuikuuujkkj
邆	kjoojuikujoujkkj
邇	uojikiojojojojjkkj
邈	ojjokoooikuuokjkkj
邉	oikuuujjkokikujkkj
邊	oikuuujjkokjukojkkj
邋	kkkikojukuukuukjkkj
邌	ouiojokoojkjjojjkkj
邍	okjikuiukkukjjojjkkj
邎	okjjjuuuikuokkjkojjkkj
邏	ikiiukkjjjjoijuuuiujkkj
邐	uikjuikjjuokiiuukukjkkj
邑	ikukiuk
邒	ukkki
邓	kjkki
邔	kukkki
邕	kkkikukiuk
邖	ikikki
邗	uuikki
邘	uukkki
邙	jukkki
邚	koukki
邛	uiukki
邜	okjkki
邝	juokki
邞	uuojkki
邟	juokkki
邠	ojkokki
邡	jukokki
邢	uuoikki
那	kuuokki
邤	oouikki
邥	jkokkki
邦	ouuokki
邧	uuokkki
邨	ukikkki
邩	joojkki
邪	ukkokki
邫	ouuoikukiuk
邬	okkukki
邭	okikukki
邮	ikuiukki
邯	uiiuukki
邰	kjikukki
邱	oiuiukki
邲	jkjjokki
邳	uoijukki
邴	uikojkki
邵	koikukki
邶	iuuukkki
邷	uiukjkki
邸	okukukki
邹	okkuukki
邺	iijoukki
邻	ojukjkki
邼	uuuiukkki
邽	uiuuiukki
邾	ouuiojkki
邿	uiuukjkki
郀	uojuukkki
郁	uookuukki
郂	jukoojkki
郃	ojuikukki
郄	ojuokjkki
郅	ukjuiukki
郆	uiuikukki
郇	okikuukki
郈	oouikukki
郉	uuiuuikki
郊	juojojkki
郋	oikuuukki
郌	uiuuiuikukiuk
郍	ookjjukki
郎	jkuukjkki
郏	ujouojkki
郐	ojuukjkki
郑	jouuojkki
郒	jkuukjikukiuk
郓	jkukiukki
郔	oiuiukkjkki
郕	uokkjokki
郖	uikujoukki
郗	ojuoikikki
郘	ikuoikukki
郙	uokuuijkki
郚	uikuikukki
郛	ojjokkukki
郜	ouiuikukki
郝	uiuokojkki
郞	jkuukojkki
郟	uojojojkki
郠	uikuuojkki
郡	kuuoikukki
郢	ikuouiukki
郣	uijkkkukki
郤	ojojikukki
郥	ikuuuojkki
郦	uikikjjkki
郧	ikuikojkki
部	jujouikukki
郩	ojuookjjkki
郪	ukuuikoukki
郫	oikuuouikki
郬	uuiuokuukki
郭	juikukkukki
郮	okuiuikukki
郯	joojjoojkki
郰	uiiuuukjkki
郱	jouuoikki
郲	uiojojojkki
郳	oiukuuokkki
郴	uiojuiojkki
郵	ouiiuuiuukki
郶	jujouikuikukiuk
郷	kkokuukjkki
郸	joikuuuikki
郹	ikuuuuojjkki
郺	okjokjkkkikukiuk
郻	ikuuukkkkkki
郼	kiuikuukikki
都	uiuoikuukki
郾	uikuukoukkki
郿	kiuoikuuukki
鄀	iuuiuoikukki
鄁	iuuukokjjkki
鄂	ikuikuuukkki
鄃	ojuokuuikkki
鄄	uikokuuiukki
鄅	oikuikiujkki
鄆	jkuikuuuikki
鄇	oikuouuojkki
鄈	kjoojuuojkki
鄉	kkojkuukjkki
鄊	kkouiiuuukki
鄋	oiuukuuikjkki
鄌	juokuuiikukki
鄍	jkikuujuojkki
鄎	oikuuujkjjkki
鄏	uouukojukjkki
鄐	jukkjikuiukki
鄑	ukjkjuikuukki
鄒	okkiiokkiikki
鄓	oikuuuuojjkki
鄔	oikuukjjjjkki
鄕	kkooikuuokkki
鄖	ikuikuuuojkki
鄗	juikuikikukki
鄘	juokuuokuuikki
鄙	ikujuikikuukki
鄚	iuuiikuuuojkki
鄛	kkkikuuuiojkki
鄜	juokiiuukukkki
鄝	kjjkjjojoookki
鄞	uiiuikuuuiukki
鄟	uikuuiujukjkki
鄠	ujkijjojuukkki
鄡	oikuuukuiojkki
鄢	uiuiuukjjjjkki
鄣	jujouikuuuikki
鄤	ikuuikiiukjkki
鄥	oikuuukjjjjkki
鄦	ouuiiiiujjjjkki
鄧	kjoojuikujoukki
鄨	joikiojouojikukiuk
鄩	kuuuiuikuukjkki
鄪	kukoiikuuuojkki
鄫	joikijouikuukki
鄬	jokkkjjjjkki
鄭	jouikokuuuojkki
鄮	okjkoikuuuojkki
鄯	jouuiujouikukki
鄰	joukojokjukikki
鄱	ojouiojikuiukki
鄲	ikuikuikuuuikki
鄳	ikuuikuiuukuukki
鄴	iijoujouuuiojkki
鄵	ikuikuikuuiojkki
鄶	ojuikijouikuukki
鄷	ikuiiuuikujoukki
鄸	iuuiikiiujkokjkki
鄹	uiiuuukjoiojojkki
鄺	juouiiuuikuiuojkki
鄻	uuojuuojuikuuuikki
鄼	uuojuuojikuuuojkki
鄽	juoikuuuiuokuiukki
鄾	uoikuujkjkjjokjkki
鄿	iuuiikuikuikuuuikki
酀	uiiuikuiuuukjjjjkki
酁	okikuukukokikuokjkki
酂	ouiuokouiuokikojkki
酃	uikijjojikuikuikukki
酄	iuuiikuikuoijuuuiukki
酅	ikioijuuuiuikokikukki
酆	iuuuiuuuikiuikujoukki
酇	ouiuokouiuokikuuuojkki
酈	uikjuikjjuokiiuukukkki
酉	uikokuu
酊	uikokuuuk
酋	jouikokuu
酌	uikokuuokj
配	uikokuukuk
酎	uikokuuukj
酏	uikokuukik
酐	uikokuuuui
酑	uikokuuuuk
酒	jjjuikokuu
酓	ojukuikokuu
酔	uikokuuokui
酕	uikokuuouuk
酖	uikokuujkok
酗	uikokuuojki
酘	uikokuuokkj
酙	uikokuujjui
酚	uikokuuojko
酛	uikokuuuuok
酜	uikokuuuuoj
酝	uikokuuuukj
酞	uikokuuuojj
酟	uikokuuiuiku
酠	uikokuuuikuk
酡	uikokuujjkok
酢	uikokuuouiuu
酣	uikokuuuiiuu
酤	uikokuuuiiku
酥	uikokuuouioj
酦	uikokuukokjj
酧	uikokuujjkukj
酨	uiuuikokuukjo
酩	uikokuuokjiku
酪	uikokuuokjiku
酫	uikokuuojuuiu
酬	uikokuujojiji
酭	uikokuuuookuu
酮	uikokuuikuiku
酯	uikokuuukikuu
酰	uikokuuouiuok
酱	jjiokjuikokuu
酲	uikokuuikuouiu
酳	uikokuukkjokjj
酴	uikokuuojuuioj
酵	uikokuuuiuokku
酶	uikokuuoukkjju
酷	uikokuuouiuiku
酸	uikokuukjokokj
酹	uikokuuojjoukj
酺	uikokuuuokuuij
酻	uikokuuojjokku
酼	uikokuujukjoik
酽	uikokuuuiijouo
酾	uikokuuuikjikj
酿	uikokuujkuukoj
醀	uikokuuoijuuuiu
醁	uikokuukkukjjoj
醂	uikokuuuiojuioj
醃	uikokuuuojikuuk
醄	uikokuuokouuiki
醅	uikokuujujouiku
醆	uikokuuukjoukjo
醇	uikokuujuikukku
醈	uikokuujoojjooj
醉	uikokuujuojojui
醊	uikokuukjkjkjkj
醋	uikokuuuiiuikuu
醌	uikokuuikuuukuk
醍	uikokuuikuuuiuoj
醎	uikokuuuouikukjo
醏	uikokuuuiuojikuu
醐	uikokuuuiikuokjj
醑	uikokuukiuojokjj
醒	uikokuuikuuouuiu
醓	uikokuujkokikiiu
醔	ouiojjoojuikokuu
醕	uikokuujuikuikuu
醖	uikokuuikuuikiiu
醗	uikokuukjoojuuok
醘	uikokuuuiukjikiiu
醙	uikokuuoiuukuuikj
醚	uikokuujoukojjkkj
醛	uikokuuiuuiojuuiu
醜	uikokuuoikuiuokkj
醝	uikokuujouuiuouiu
醞	uikokuuikojuikiiu
醟	joojjoojjkuikokuu
醠	uikokuuikuojikiiu
醡	uikokuujjkokouiuu
醢	uikokuuuoikuikiiu
醣	uikokuujuokuuiiku
醤	jjiojjoukjuikokuu
醥	uikokuuuikiiuuuioj
醦	uikokuukjkjkjojooo
醧	uikokuuuikuikuikuk
醨	uikokuujuojkiikiuj
醩	uikokuuuikuiiuikuu
醪	uikokuukjjkjjojooo
醫	uouuojkokkjuikokuu
醬	kiuookjjukjuikokuu
醭	uikokuuiijoujouuuoj
醮	uikokuuoijuuuiujjjj
醯	uikokuuukjoikikiiu
醰	uikokuuuikiiuikuuui
醱	uikokuukjoojkukokkj
醲	uikokuuikuiiuuouukoj
醳	uikokuuikiiuuiujouui
醴	uikokuuikuiiuuikujou
醵	uikokuuiukoukuokoooj
醶	uikokuuojuikuikuojoj
醷	uikokuujujouikuujkjj
醸	uikokuujuojuuiiuokoj
醹	uikokuuujkijjojuoikii
醺	uikokuuouikjouuiujjjj
醻	uikokuuuiukuiuuikuukj
醼	uikokuuuiiuikuiuuukjjjj
醽	uikokuuuikijjojikuikuiku
醾	uikokuujuouiokuiokjoukoj
醿	uikokuujuouiokuiokkkjkoj
釀	uikokuujuikuikuuuiiuokoj
釁	ikuuioiuukuujkuikokuuojko
釂	uikokuuojjoikiiukuukjukj
釃	uikokuuuikjuikjjuokiiuukuk
釄	uikokuujuouiokuiokouuuiuuu
釅	uikokuuikuikuuouiuiiuuuouoj
釆	ojouioj
采	ojjouioj
釈	ojouiojkuoj
釉	ojjouiojikuiu
释	ojouiojkjuui
釋	ojouiojikiiuuiujouui
里	ikuuuiu
重	ouikuuuiu
野	ikuuuiukjkk
量	ikuuuikuuuiu
釐	uuiojouojuoikuuuiu
金	ojuuijou
釒	ojuuijou
釓	ojuuijouk
釔	ojuuijouk
釕	ojuuijoukk
釖	ojuuijouko
釗	ojuuijouik
釘	ojuuijouuk
釙	ojuuijouij
釚	ojuuijouok
釛	ojuuijouko
釜	ojojuuijou
針	ojuuijouui
釞	ojuuijouoj
釟	ojuuijouoj
釠	ojuuijouok
釡	ojojuuijou
釢	ojuuijouok
釣	ojuuijouokj
釤	ojuuijouooo
釥	ojuuijoukoj
釦	ojuuijouiku
釧	ojuuijouoii
釨	ojuuijoukku
釩	ojuuijouokj
釪	ojuuijouuuk
釫	ojuuijouuuk
釬	ojuuijouuui
釭	ojuuijouuiu
釮	ojuuijouuko
釯	ojuuijoujuk
釰	ojuuijoukoj
釱	ojuuijouuoj
釲	ojuuijoukuk
釳	ojuuijououk
釴	ojuuijouukj
釵	ojuuijoukjj
釶	ojuuijoukik
釷	ojuuijouuiu
釸	ojuuijouokj
釹	ojuuijoukou
釺	ojuuijououi
釻	ojuuijouokj
釼	ojuuijoukoj
釽	ojuuijouooij
釾	ojuuijouukko
釿	ojuuijouooui
鈀	ojuuijoukiuk
鈁	ojuuijoujuko
鈂	ojuuijoujkok
鈃	ojuuijouuuoi
鈄	ojuuijoujjui
鈅	ojuuijouokuu
鈆	ojuuijouojkj
鈇	ojuuijouuuoj
鈈	ojuuijouuoij
鈉	ojuuijouikoj
鈊	ojuuijoujkjj
鈋	ojuuijouoiuk
鈌	ojuuijoukuoj
鈍	ojuuijouukik
鈎	ojuuijouokkj
鈏	ojuuijoukuki
鈐	ojuuijouojuk
鈑	ojuuijouuokj
鈒	ojuuijouokkj
鈓	ojuuijouuuiu
鈔	ojuuijoukojo
鈕	ojuuijoukiuu
鈖	ojuuijouojko
鈗	ojuuijoukjok
鈘	ojuuijouuikj
鈙	ojuuijouiukj
鈚	ojuuijouukuk
鈛	ojuuijouukjo
鈜	ojuuijouuokj
鈝	ojuuijououui
鈞	ojuuijouokuu
鈟	ojuuijoukuki
鈠	ojuuijouokkj
鈡	ojuuijouikui
鈢	ojuuijouuioj
鈣	ojuuijouuiuk
鈤	ojuuijouikuu
鈥	ojuuijoujooj
鈦	ojuuijouuojj
鈧	ojuuijoujuok
鈨	ojuuijouuuok
鈩	ojuuijoujkuo
鈪	ojuuijouuokk
鈫	ojuuijoujuoj
鈬	ojuuijoukuoj
鈭	iuiuukojuuijou
鈮	ojuuijoukuouk
鈯	ojuuijouikiki
鈰	ojuuijoujuiki
鈱	ojuuijoukukuk
鈲	ojuuijouookjj
鈳	ojuuijouuikuk
鈴	ojuuijouojukj
鈵	ojuuijouuikoj
鈶	ojuuijoukjiku
鈷	ojuuijouuiiku
鈸	ojuuijouuoojj
鈹	ojuuijouokikj
鈺	ojuuijouuuiuj
鈻	ojuuijouikuku
鈼	ojuuijououiuu
鈽	ojuuijouuoiki
鈾	ojuuijouikuiu
鈿	ojuuijouikuiu
鉀	ojuuijouikuui
鉁	ojuuijouojooo
鉂	ojuuijouikuoj
鉃	ojuuijououuoj
鉄	ojuuijououuoj
鉅	ojuuijouuikuu
鉆	ojuuijouiuiku
鉇	ojuuijououkik
鉈	ojuuijoujjkok
鉉	ojuuijoujukkj
鉊	ojuuijoukoiku
鉋	ojuuijouokkuk
鉌	ojuuijououioj
鉍	ojuuijoujkjjo
鉎	ojuuijououuiu
鉏	ojuuijouikuuu
鉐	ojuuijouuoiku
鉑	ojuuijouoikuu
鉒	ojuuijoujuuiu
鉓	ojuuijououiki
鉔	ojuuijouuikik
鉕	ojuuijouuikuk
鉖	ojuuijouokjjj
鉗	ojuuijouuiiuu
鉘	ojuuijoukukoi
鉙	ojuuijouikuoj
鉚	ojuuijouokoki
鉛	ojuuijouokiku
鉜	ojuuijouoiukj
鉝	ojuuijoujujou
鉞	ojuuijouukkjo
鉟	ojuuijouuoiju
鉠	ojuuijouikuoj
鉡	ojuuijoujouui
鉢	ojuuijouuioju
鉣	ojuuijouuiukj
鉤	ojuuijouokiku
鉥	ojuuijouuiokj
鉦	ojuuijouuiuiu
鉧	ojuuijoukkjju
鉨	ojuuijouokkoj
鉩	ojuuijouojkoj
鉪	ojuuijouuiiuk
鉫	ojuuijoukoiku
鉬	ojuuijouikuuu
鉭	ojuuijouikuuu
鉮	ojuuijouikuui
鉯	ojuuijouiujoj
鉰	ojuuijoukuiku
鉱	ojuuijoujuokj
鉲	ojuuijouiuuij
鉳	ojuuijouuiuuk
鉴	ioouuojuuijou
鉵	ojuuijouikuiuj
鉶	ojuuijouuuoiik
鉷	ojuuijouuiiuoj
鉸	ojuuijoujuojoj
鉹	ojuuijouokjokj
鉺	ojuuijouuiiuuu
鉻	ojuuijouokjiku
鉼	ojuuijoujouuoi
鉽	ojuuijouuuiukj
鉾	ojuuijoukjouui
鉿	ojuuijouojuiku
銀	ojuuijoukuukoj
銁	ojuuijouokikuu
銂	ojuuijoujojiji
銃	ojuuijouukjok
銄	ojuuijouoikiku
銅	ojuuijouikuiku
銆	ojuuijouuoikuu
銇	ojuuijououuioj
銈	ojuuijouuiuuiu
銉	ojuuijoukuuuui
銊	ojuuijouuojkjo
銋	ojuuijouoiuuiu
銌	ojuuijouuoikku
銍	ojuuijouukjuiu
銎	uiuokjojuuijou
銏	ojuuijouikiiu
銐	uokjikojuuijou
銑	ojuuijououiuok
銒	ojuuijouuuiuui
銓	ojuuijouojuuiu
銔	ojuuijouuoijui
銕	ojuuijouukukoj
銖	ojuuijououuioj
銗	ojuuijouoouiku
銘	ojuuijouokjiku
銙	ojuuijouuojuuk
銚	ojuuijouojjkoj
銛	ojuuijououiiku
銜	ooiojuuijouuuk
銝	ojuuijouoiuioj
銞	okikuuojuuijou
銟	ojuuijouikiiki
銠	ojuuijouuiuouk
銡	ojuuijouuiuiku
銢	ojuuijouuukkoj
銣	ojuuijoukouiku
銤	ojuuijoujoukoj
銥	ojuuijoujuokoj
銦	ojuuijouikuoju
銧	ojuuijouijouok
銨	ojuuijoujjkkou
銩	ojuuijouuuiukj
銪	ojuuijouuookuu
銫	ojuuijouokkiuk
銬	ojuuijouuiuouk
銭	ojuuijouuuukjo
銮	juokojojuuijou
銯	ojuuijoukkjkoj
銰	ojuuijouuiioj
銱	ojuuijouikuiki
銲	ojuuijouikuuuui
銳	ojuuijouojikuok
銴	ukuoouiojuuijou
銵	ojuuijouoikuuuo
銶	ojuuijouukjjojj
銷	ojuuijouijookjj
銸	ojuuijouuiiuuuk
銹	ojuuijououiojok
銺	kiuouiuojuuijou
銻	ojuuijoujokukio
銼	ojuuijouojojuiu
銽	ojuuijouokukiku
銾	ojuuijouuiukkoj
銿	ojuuijoukjokuui
鋀	ojuuijouuikujou
鋁	ojuuijouikuoiku
鋂	ojuuijououkkjju
鋃	ojuuijoujkuukoj
鋄	ojuuijouujoojkj
鋅	ojuuijoujujouui
鋆	uiuokuuojuuijou
鋇	ojuuijouikuuuoj
鋈	jjjouojojuuijou
鋉	ojuuijouuikuioj
鋊	ojuuijouojojiku
鋋	ojuuijouoiuiukkj
鋌	ojuuijououiukkj
鋍	ojuuijouuijkkku
鋎	ojuuijoujjkuuok
鋏	ojuuijouuojojoj
鋐	ojuuijoujjkuokj
鋑	ojuuijoukjokokj
鋒	ojuuijouokjuuui
鋓	ojuuijououiojik
鋔	ojuuijouokikuok
鋕	ojuuijouuiujkjj
鋖	ojuuijouojjokou
鋗	ojuuijouikuokjj
鋘	ojuuijouikukuoj
鋙	ojuuijouuikuiku
鋚	oiiouojojuuijou
鋛	ojuuijouikuikui
鋜	ojuuijouikuiuoj
鋝	ojuuijouojjoukj
鋞	ojuuijouukkkuiu
鋟	ojuuijoukuujkkj
鋠	ojuuijouuouukoj
鋡	ojuuijouojukiku
鋢	ojuuijouojjokku
鋣	ojuuijouukkokki
鋤	ojuuijouikuuuko
鋥	ojuuijouikuouiu
鋦	ojuuijoukuokiku
鋧	ojuuijouikuuuok
鋨	ojuuijououkukjo
鋩	ojuuijouiuuijuk
鋪	ojuuijouuokuuij
鋫	ouiojikojuuijou
鋬	ukuuokjojuuijou
鋭	ojuuijoujoikuok
鋮	ojuuijouuokkjo
鋯	ojuuijououiuiku
鋰	ojuuijouikuuuiu
鋱	ojuuijouujkjjkj
鋲	ojuuijouoiuiuoj
鋳	ojuuijouuuuoukj
鋴	ojuuijouuiikuok
鋵	ojuuijououiojok
鋶	ojuuijouukjoik
鋷	ojuuijouuiiuuukj
鋸	ojuuijoukuouiiku
鋹	ojuuijouiuuuukoj
鋺	ojuuijoujjkokjkk
鋻	uikuikkjojuuijou
鋼	ojuuijouikjouiki
鋽	ojuuijouiuikuuui
鋾	ojuuijouokouuiki
鋿	ojuuijouijoikiku
錀	ojuuijouojuikuii
錁	ojuuijouikuuuioj
錂	ojuuijouuiuokokj
錃	jjjokikjojuuijou
錄	ojuuijoukkukjjoj
錅	ouiojokoojuuijou
錆	ojuuijouuuiuokuu
錇	ojuuijoujujouiku
錈	ojuuijoujouuojkk
錉	ojuuijouokukikuu
錊	ojuuijoujuojojui
錋	ojuuijouokuuokuu
錌	ojuuijouikiuouui
錍	ojuuijouoikuuoui
錎	ojuuijouokoiukuu
錏	ojuuijouuiukkuiu
錐	ojuuijouoijuuuiu
錑	ojuuijouookuuojj
錒	ojuuijoukkiuikuk
錓	ojuuijoujouuiuok
錔	ojuuijoukkojikuu
錕	ojuuijouikuuukuk
錖	iuukojkjojuuijou
錗	ojuuijououiojkou
錘	ojuuijououiiuuiuu
錙	ojuuijoukkkikuiu
錚	ojuuijouojjokuuk
錛	ojuuijouuojuiuoi
錜	ojuuijouojukjkjj
錝	ojuuijoujjkuuioj
錞	ojuuijoujuikukku
錟	ojuuijoujoojjooj
錠	ojuuijoujjkuiuoj
錡	ojuuijouuojuikuk
錢	ojuuijouukjoukjo
錣	ojuuijoukjkjkjkj
錤	ojuuijouuiiuuuoj
錥	ojuuijouukjokjj
錦	ojuuijouoikuuiki
錧	ojuuijoujjkikuku
錨	ojuuijouiuuiikuiu
錩	ojuuijouikuuikuu
錪	ojuuijouikuiiuoj
錫	ojuuijouikuuokoo
錬	ojuuijouuikuuioj
錭	ojuuijouokuiuiku
錮	ojuuijouikuiikuu
錯	ojuuijouuiiuikuu
錰	ojuuijouuiojjjjj
錱	ojuuijouuuiuuuiu
録	ojuuijoukuukjjoj
錳	ojuuijoukkuikiiu
錴	ojuuijouuiuokuiu
錵	ojuuijouiuuioiuk
錶	ojuuijouuuiuokoj
錷	ojuuijouuikuuuik
錸	ojuuijouuiojojoj
錹	ojuuijouiuiuokjj
錺	ojuuijouiuuijuko
錻	ojuuijouuuiuiukj
錼	ojuuijouuojuuioj
錽	ojuuijouujoojokj
錾	ukiuoouiojuuijou
錿	ojuuijouuikoukok
鍀	ojuuijouikuuuukj
鍁	ojuuijouoouiokoj
鍂	ojuuijouojuuijou
鍃	ojuuijouokoojkjj
鍄	ojuuijoujuikukoj
鍅	ojuuijoujjjuiukj
鍆	ojuuijouikuuikuu
鍇	ojuuijouukukoikuu
鍈	ojuuijouiuuiikuoj
鍉	ojuuijouikuuuiuoj
鍊	ojuuijouuikjouioj
鍋	ojuuijouikuiikiku
鍌	jjjouiuokojuuijou
鍍	ojuuijoujuouiiukj
鍎	ojuuijouoouiikuuu
鍏	ojuuijoukiuikuuki
鍐	ojuuijouojkiokokj
鍑	ojuuijououikuuokj
鍒	ojuuijoukjkkouioj
鍓	ojuuijouikuuiiuuu
鍔	ojuuijouikuikuuuk
鍕	ojuuijoujkuikuuui
鍖	ojuuijouuiiuuuokk
鍗	ojuuijoujujojkiki
鍘	ojuuijouikuuuojik
鍙	jjjuiiuojojuuijou
鍚	ojuuijouikuuuokoo
鍛	ojuuijouoiuuuokkj
鍜	ojuuijoukuiuukukj
鍝	ojuuijouikuuikiuj
鍞	ojuuijouiuikuuuoj
鍟	ojuuijouikuuouuiu
鍠	ojuuijouoikuuuuiu
鍡	ojuuijouikuiuukoj
鍢	ojuuijouuikuikuiu
鍣	ojuuijouiuuikoiku
鍤	ojuuijouuuioiukuu
鍥	ojuuijouuuuikouoj
鍦	ojuuijoujukooukik
鍧	ojuuijouokjuuuiku
鍨	ojuuijoukjoojuuoj
鍩	ojuuijouiuuiuoiku
鍪	kjkkoouojojuuijou
鍫	ouiojjoojojuuijou
鍬	ojuuijououiojjooj
鍭	ojuuijouoikuouuoj
鍮	ojuuijouojuokuuik
鍯	ojuuijouokoojjkjj
鍰	ojuuijouojjouuokj
鍱	ojuuijouuiiukuioj
鍲	ojuuijoukukukikuu
鍳	uikuikouuojuuijou
鍴	ojuuijouikiuoikii
鍵	ojuuijoukuuuuikkj
鍶	ojuuijouikuiujkjj
鍷	ojuuijouuojuiuuiu
鍸	ojuuijouuiikuokjj
鍹	ojuuijoujjkuikuuu
鍺	ojuuijouuiuoikuu
鍻	ojuuijouikuuokojk
鍼	ojuuijouuouikukjo
鍽	ojuuijouookuikuii
鍾	ojuuijououikuuuiu
鍿	ojuuijoukkkuikuiu
鎀	ojuuijouoiiouojooo
鎁	ojuuijouuiiuuukki
鎂	ojuuijoujouuiuuoj
鎃	ojuuijoujjjoookoj
鎄	ojuuijoujuikuokoj
鎅	ojuuijouikuiuojoi
鎆	ojuuijoujouokuuik
鎇	ojuuijoukiuoikuuu
鎈	ojuuijoujouuiuouiu
鎉	ojuuijouikuukjjkjj
鎊	ojuuijoujujojkjuko
鎋	ojuuijoujjkouiuiku
鎌	ojuuijoujoukuuiioj
鎍	ojuuijouuijkkkjkoj
鎎	ojuuijououukjoukoj
鎏	jjjukjoikojuuijou
鎐	ojuuijouokjjouuiki
鎑	ojuuijouuiukjikiiu
鎒	ojuuijouuouukojukj
